area,perimeter,inertia11,inertia12,inertia21,inertia22,x,y,density_around,area_around,N,NW,img
5.0,5.207106781186548,0.56,-0.12,-0.12,0.24000000000000005,80.8,56.6,20.0,0.0664,150.0,64.0,12.0
9.0,8.82842712474619,0.6172839506172839,-0.30864197530864196,-0.30864197530864196,0.9876543209876544,421.22222222222223,57.111111111111114,15.0,0.0316,150.0,64.0,12.0
4.0,4.0,0.25,-0.0,-0.0,0.25,471.5,56.5,23.0,0.06,150.0,64.0,12.0
16.0,12.82842712474619,1.12109375,-0.33203125,-0.33203125,1.65234375,495.5625,58.1875,27.0,0.0632,150.0,64.0,12.0
12.0,10.449747468305832,1.3541666666666667,-0.875,-0.875,1.25,568.75,57.5,25.0,0.0912,150.0,64.0,12.0
2.0,0.0,0.0,-0.0,-0.0,0.25,550.0,57.5,21.0,0.0848,150.0,64.0,12.0
1.0,0.0,0.0,-0.0,-0.0,0.0,613.0,57.0,18.0,0.0836,150.0,64.0,12.0
1.0,0.0,0.0,-0.0,-0.0,0.0,632.0,57.0,17.0,0.0512,150.0,64.0,12.0
9.0,9.207106781186548,1.7283950617283952,-0.6419753086419753,-0.6419753086419753,0.54320987654321,18.77777777777778,58.888888888888886,14.0,0.0752,150.0,64.0,12.0
14.0,11.414213562373096,1.836734693877551,0.15306122448979592,0.15306122448979592,0.6377551020408163,31.857142857142858,58.92857142857143,15.0,0.0912,150.0,64.0,12.0
6.0,5.207106781186548,1.138888888888889,0.6111111111111112,0.6111111111111112,0.5555555555555556,93.83333333333333,59.333333333333336,17.0,0.0456,150.0,64.0,12.0
16.0,12.242640687119284,1.109375,-0.25,-0.25,1.5,373.625,60.0,14.0,0.0308,150.0,64.0,12.0
1.0,0.0,0.0,-0.0,-0.0,0.0,389.0,58.0,13.0,0.0592,150.0,64.0,12.0
16.0,14.278174593052023,1.859375,0.2265625,0.2265625,1.49609375,544.375,60.4375,23.0,0.0768,150.0,64.0,12.0
8.0,8.449747468305834,1.234375,0.375,0.375,0.5,74.625,60.0,17.0,0.08,150.0,64.0,12.0
5.0,4.414213562373095,0.16000000000000003,0.08,0.08,1.04,99.2,60.4,17.0,0.042,150.0,64.0,12.0
3.0,3.414213562373095,0.22222222222222224,-0.11111111111111112,-0.11111111111111112,0.22222222222222224,103.66666666666667,59.333333333333336,16.0,0.08,150.0,64.0,12.0
4.0,4.0,0.25,-0.0,-0.0,0.25,157.5,59.5,18.0,0.07,150.0,64.0,12.0
1.0,0.0,0.0,-0.0,-0.0,0.0,209.0,59.0,19.0,0.0552,150.0,64.0,12.0
1.0,0.0,0.0,-0.0,-0.0,0.0,230.0,59.0,20.0,0.0472,150.0,64.0,12.0
3.0,3.414213562373095,0.22222222222222224,-0.11111111111111112,-0.11111111111111112,0.22222222222222224,341.6666666666667,59.333333333333336,16.0,0.0928,150.0,64.0,12.0
1.0,0.0,0.0,-0.0,-0.0,0.0,492.0,59.0,20.0,0.0832,150.0,64.0,12.0
2.0,0.0,0.0,-0.0,-0.0,0.25,505.0,59.5,21.0,0.0696,150.0,64.0,12.0
12.0,10.65685424949238,1.3541666666666667,-0.2916666666666667,-0.2916666666666667,0.8055555555555557,636.25,60.833333333333336,17.0,0.0704,150.0,64.0,12.0
28.0,21.692388155425117,4.034438775510204,0.11607142857142863,0.11607142857142863,2.1160714285714284,646.4642857142857,62.25,16.0,0.0644,150.0,64.0,12.0
26.0,16.82842712474619,1.9600591715976328,0.48816568047337283,0.48816568047337283,2.3668639053254434,326.96153846153845,62.30769230769231,19.0,0.0212,150.0,64.0,12.0
2.0,0.0,0.0,-0.0,-0.0,0.25,386.0,60.5,18.0,0.0612,150.0,64.0,12.0
4.0,4.414213562373095,0.25,0.25,0.25,0.5,583.5,61.0,22.0,0.0928,150.0,64.0,12.0
16.0,12.82842712474619,0.75,-0.0,-0.0,2.25,160.5,63.5,16.0,0.0744,150.0,64.0,12.0
2.0,0.0,0.25,-0.25,-0.25,0.25,190.5,61.5,21.0,0.0796,150.0,64.0,12.0
4.0,4.0,0.25,-0.0,-0.0,0.25,198.5,61.5,19.0,0.052,150.0,64.0,12.0
58.0,44.9350288425444,2.9928656361474433,5.919143876337692,5.919143876337692,25.862366230677768,349.2758620689655,69.70689655172414,18.0,0.0784,150.0,64.0,12.0
10.0,8.82842712474619,0.6,0.3,0.3,1.05,365.0,62.5,19.0,0.0828,150.0,64.0,12.0
2.0,0.0,0.25,-0.0,-0.0,0.0,417.5,61.0,18.0,0.0328,150.0,64.0,12.0
6.0,6.414213562373095,0.9166666666666666,-0.0,-0.0,0.22222222222222224,488.5,61.666666666666664,19.0,0.0652,150.0,64.0,12.0
11.0,10.621320343559642,2.909090909090909,0.8181818181818182,0.8181818181818182,0.5950413223140495,602.0,62.36363636363637,13.0,0.0756,150.0,64.0,12.0
3.0,1.0,0.0,-0.0,-0.0,0.6666666666666666,14.0,63.0,17.0,0.0596,150.0,64.0,12.0
1.0,0.0,0.0,-0.0,-0.0,0.0,61.0,62.0,16.0,0.0368,150.0,64.0,12.0
11.0,10.035533905932738,0.8760330578512397,-0.5206611570247933,-0.5206611570247933,1.1404958677685952,130.8181818181818,63.36363636363637,18.0,0.0624,150.0,64.0,12.0
1.0,0.0,0.0,-0.0,-0.0,0.0,7.0,63.0,17.0,0.0732,150.0,64.0,12.0
10.0,8.621320343559642,1.04,-0.27999999999999997,-0.27999999999999997,0.8099999999999999,400.4,64.3,13.0,0.0316,150.0,64.0,12.0
13.0,11.242640687119286,1.9289940828402368,-0.12426035502958578,-0.12426035502958578,0.5325443786982249,474.38461538461536,64.07692307692308,24.0,0.0576,150.0,64.0,12.0
17.0,15.071067811865476,1.5916955017301038,-0.31141868512110726,-0.31141868512110726,1.4394463667820068,574.2352941176471,65.17647058823529,22.0,0.0948,150.0,64.0,12.0
13.0,11.242640687119284,1.2899408284023666,-0.34911242603550285,-0.34911242603550285,1.0059171597633136,629.6923076923077,64.38461538461539,17.0,0.0676,150.0,64.0,12.0
9.0,7.621320343559642,0.54320987654321,0.3950617283950617,0.3950617283950617,1.1358024691358024,37.111111111111114,65.55555555555556,10.0,0.0708,150.0,64.0,12.0
1.0,0.0,0.0,-0.0,-0.0,0.0,117.0,64.0,17.0,0.0604,150.0,64.0,12.0
3.0,3.414213562373095,0.22222222222222224,-0.11111111111111112,-0.11111111111111112,0.22222222222222224,485.3333333333333,64.66666666666667,20.0,0.07,150.0,64.0,12.0
16.0,12.65685424949238,0.99609375,0.01171875,0.01171875,1.71484375,559.4375,66.3125,23.0,0.0808,150.0,64.0,12.0
2.0,0.0,0.25,-0.0,-0.0,0.0,209.5,65.0,16.0,0.0732,150.0,64.0,12.0
10.0,10.071067811865476,0.65,0.15,0.15,1.05,460.5,66.5,13.0,0.0372,150.0,64.0,12.0
7.0,6.414213562373095,0.8163265306122448,-0.5102040816326531,-0.5102040816326531,0.6938775510204082,590.5714285714286,65.85714285714286,20.0,0.0964,150.0,64.0,12.0
2.0,0.0,0.0,-0.0,-0.0,0.25,27.0,66.5,14.0,0.074,150.0,64.0,12.0
1.0,0.0,0.0,-0.0,-0.0,0.0,85.0,66.0,20.0,0.0464,150.0,64.0,12.0
9.0,7.621320343559642,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0.8888888888888888,245.0,67.33333333333333,20.0,0.0424,150.0,64.0,12.0
6.0,6.0,0.6666666666666666,-0.0,-0.0,0.25,306.0,66.5,11.0,0.0296,150.0,64.0,12.0
9.0,7.621320343559642,0.54320987654321,-0.3950617283950617,-0.3950617283950617,1.1358024691358024,554.1111111111111,67.44444444444444,26.0,0.1068,150.0,64.0,12.0
3.0,3.414213562373095,0.22222222222222224,-0.11111111111111112,-0.11111111111111112,0.22222222222222224,222.66666666666666,67.33333333333333,18.0,0.0624,150.0,64.0,12.0
2.0,0.0,0.0,-0.0,-0.0,0.25,424.0,67.5,17.0,0.0244,150.0,64.0,12.0
5.0,4.414213562373095,1.36,-0.12000000000000002,-0.12000000000000002,0.24000000000000005,451.8,67.6,15.0,0.0412,150.0,64.0,12.0
2.0,0.0,0.0,-0.0,-0.0,0.25,81.0,68.5,17.0,0.0352,150.0,64.0,12.0
5.0,5.207106781186548,0.56,0.12,0.12,0.24000000000000005,321.2,68.6,18.0,0.0232,150.0,64.0,12.0
1.0,0.0,0.0,-0.0,-0.0,0.0,382.0,68.0,12.0,0.0312,150.0,64.0,12.0
5.0,5.414213562373095,0.8,0.4,0.4,0.4,493.0,69.0,20.0,0.0708,150.0,64.0,12.0
1.0,0.0,0.0,-0.0,-0.0,0.0,9.0,69.0,17.0,0.06,150.0,64.0,12.0
1.0,0.0,0.0,-0.0,-0.0,0.0,92.0,69.0,18.0,0.0712,150.0,64.0,12.0
4.0,4.414213562373095,0.5,0.25,0.25,0.25,129.0,69.5,16.0,0.0604,150.0,64.0,12.0
1.0,0.0,0.0,-0.0,-0.0,0.0,149.0,69.0,18.0,0.07,150.0,64.0,12.0
5.0,5.207106781186548,0.56,-0.12,-0.12,0.24000000000000005,194.2,69.4,16.0,0.0564,150.0,64.0,12.0
3.0,3.414213562373095,0.22222222222222224,0.11111111111111112,0.11111111111111112,0.22222222222222224,228.66666666666666,69.66666666666667,15.0,0.0288,150.0,64.0,12.0
5.0,5.207106781186548,0.56,-0.12,-0.12,0.24000000000000005,488.8,69.6,21.0,0.07,150.0,64.0,12.0
5.0,5.207106781186548,0.56,-0.12,-0.12,0.24000000000000005,155.2,70.4,20.0,0.0596,150.0,64.0,12.0
4.0,4.414213562373095,0.5,0.25,0.25,0.25,181.0,70.5,17.0,0.0684,150.0,64.0,12.0
18.0,16.65685424949238,1.9876543209876543,1.8024691358024691,1.8024691358024691,3.283950617283951,188.88888888888889,72.77777777777777,16.0,0.0788,150.0,64.0,12.0
3.0,3.414213562373095,0.22222222222222224,-0.11111111111111112,-0.11111111111111112,0.22222222222222224,335.3333333333333,70.66666666666667,12.0,0.1068,150.0,64.0,12.0
7.0,6.82842712474619,0.5714285714285714,-0.2857142857142857,-0.2857142857142857,0.5714285714285714,357.0,71.0,19.0,0.084,150.0,64.0,12.0
3.0,3.414213562373095,0.22222222222222224,-0.11111111111111112,-0.11111111111111112,0.22222222222222224,431.6666666666667,70.33333333333333,17.0,0.0368,150.0,64.0,12.0
1.0,0.0,0.0,-0.0,-0.0,0.0,565.0,70.0,26.0,0.094,150.0,64.0,12.0
51.0,30.935028842544405,7.96078431372549,1.0392156862745099,1.0392156862745099,3.3087274125336408,4.0,74.15686274509804,15.0,0.0808,150.0,64.0,12.0
6.0,6.414213562373095,0.25,0.25,0.25,0.9166666666666666,307.5,72.5,12.0,0.0424,150.0,64.0,12.0
31.0,23.31370849898476,6.07700312174818,-1.0530697190426637,-1.0530697190426637,1.6690946930280954,328.2903225806452,73.48387096774194,14.0,0.076,150.0,64.0,12.0
1.0,0.0,0.0,-0.0,-0.0,0.0,361.0,71.0,18.0,0.078,150.0,64.0,12.0
15.0,12.65685424949238,1.5288888888888887,-0.14222222222222225,-0.14222222222222225,1.0488888888888888,619.9333333333333,73.13333333333334,17.0,0.0644,150.0,64.0,12.0
4.0,2.2071067811865475,1.25,-0.375,-0.375,0.1875,145.5,72.25,14.0,0.0624,150.0,64.0,12.0
1.0,0.0,0.0,-0.0,-0.0,0.0,597.0,72.0,19.0,0.0672,150.0,64.0,12.0
1.0,0.0,0.0,-0.0,-0.0,0.0,124.0,73.0,19.0,0.074,150.0,64.0,12.0
6.0,6.414213562373095,0.9166666666666666,0.25,0.25,0.25,138.5,73.5,15.0,0.076,150.0,64.0,12.0
7.0,6.82842712474619,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.5714285714285714,257.0,74.0,11.0,0.0504,150.0,64.0,12.0
4.0,4.0,0.25,-0.0,-0.0,0.25,343.5,73.5,18.0,0.1028,150.0,64.0,12.0
4.0,4.414213562373095,0.5,-0.25,-0.25,0.25,473.0,73.5,16.0,0.0692,150.0,64.0,12.0
18.0,13.449747468305832,2.3950617283950617,-0.9506172839506173,-0.9506172839506173,1.506172839506173,488.77777777777777,74.77777777777777,19.0,0.0632,150.0,64.0,12.0
5.0,5.207106781186548,0.24000000000000005,0.12,0.12,0.56,496.4,74.8,20.0,0.0684,150.0,64.0,12.0
3.0,3.414213562373095,0.22222222222222224,-0.11111111111111112,-0.11111111111111112,0.22222222222222224,130.66666666666666,75.33333333333333,17.0,0.0464,150.0,64.0,12.0
3.0,3.414213562373095,0.22222222222222224,-0.11111111111111112,-0.11111111111111112,0.22222222222222224,183.66666666666666,75.33333333333333,16.0,0.0844,150.0,64.0,12.0
6.0,6.414213562373095,0.9166666666666666,-0.25,-0.25,0.25,381.5,75.5,18.0,0.0288,150.0,64.0,12.0
4.0,4.0,0.25,-0.0,-0.0,0.25,425.5,75.5,17.0,0.0332,150.0,64.0,12.0
9.0,7.621320343559642,0.8888888888888888,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,552.6666666666666,76.0,25.0,0.0596,150.0,64.0,12.0
27.0,19.31370849898476,1.5253772290809329,1.8696844993141293,1.8696844993141293,6.5871056241426595,269.25925925925924,80.92592592592592,9.0,0.0444,150.0,64.0,12.0
15.0,11.65685424949238,1.5288888888888887,-0.10666666666666667,-0.10666666666666667,0.9066666666666667,62.93333333333333,78.6,16.0,0.036,150.0,64.0,12.0
13.0,11.035533905932738,1.3136094674556213,-0.9940828402366866,-0.9940828402366866,1.928994082840237,81.61538461538461,79.38461538461539,15.0,0.038,150.0,64.0,12.0
10.0,7.656854249492381,0.9600000000000002,-0.78,-0.78,1.29,193.2,79.1,16.0,0.0608,150.0,64.0,12.0
8.0,7.82842712474619,0.9375,-0.25,-0.25,0.5,417.25,79.0,16.0,0.0348,150.0,64.0,12.0
1.0,0.0,0.0,-0.0,-0.0,0.0,578.0,78.0,22.0,0.0628,150.0,64.0,12.0
8.0,8.242640687119286,0.609375,-0.46875,-0.46875,0.9375,598.875,79.75,28.0,0.0848,150.0,64.0,12.0
5.0,5.207106781186548,0.24000000000000005,0.12,0.12,0.56,18.4,79.8,15.0,0.0604,150.0,64.0,12.0
6.0,6.207106781186548,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.47222222222222215,116.0,79.83333333333333,20.0,0.0828,150.0,64.0,12.0
9.0,9.207106781186548,0.2469135802469136,-0.1234567901234568,-0.1234567901234568,1.7283950617283952,436.55555555555554,80.77777777777777,13.0,0.0268,150.0,64.0,12.0
5.0,5.207106781186548,0.56,-0.12,-0.12,0.24000000000000005,289.2,80.4,9.0,0.0348,150.0,64.0,12.0
2.0,0.0,0.25,-0.0,-0.0,0.0,355.5,80.0,15.0,0.0812,150.0,64.0,12.0
4.0,4.414213562373095,0.25,-0.25,-0.25,0.5,525.5,81.0,14.0,0.0692,150.0,64.0,12.0
6.0,6.414213562373095,0.22222222222222224,-0.0,-0.0,0.9166666666666666,585.3333333333334,81.5,19.0,0.0816,150.0,64.0,12.0
10.0,8.621320343559642,0.9600000000000002,-0.6,-0.6,1.05,88.8,82.5,17.0,0.0372,150.0,64.0,12.0
14.0,10.82842712474619,1.1071428571428572,-0.32142857142857145,-0.32142857142857145,1.1071428571428572,169.5,82.5,16.0,0.0732,150.0,64.0,12.0
4.0,4.0,0.25,-0.0,-0.0,0.25,207.5,81.5,15.0,0.0796,150.0,64.0,12.0
9.0,7.621320343559642,1.1358024691358024,-0.3950617283950617,-0.3950617283950617,0.54320987654321,99.55555555555556,82.88888888888889,17.0,0.0832,150.0,64.0,12.0
10.0,8.82842712474619,1.6099999999999999,0.5599999999999999,0.5599999999999999,0.5600000000000002,258.7,83.8,16.0,0.0444,150.0,64.0,12.0
1.0,0.0,0.0,-0.0,-0.0,0.0,156.0,85.0,18.0,0.076,150.0,64.0,12.0
25.0,17.65685424949238,2.5856,0.1152,0.1152,1.7984,50.12,1.96,12.0,0.06,150.0,64.0,13.0
4.0,4.414213562373095,0.5,-0.25,-0.25,0.25,71.0,0.5,15.0,0.0712,150.0,64.0,13.0
2.0,0.0,0.25,-0.0,-0.0,0.0,78.5,0.0,12.0,0.0216,150.0,64.0,13.0
1.0,0.0,0.0,-0.0,-0.0,0.0,82.0,0.0,12.0,0.0648,150.0,64.0,13.0
2.0,0.0,0.25,-0.0,-0.0,0.0,177.5,0.0,10.0,0.0368,150.0,64.0,13.0
2.0,0.0,0.25,-0.0,-0.0,0.0,189.5,0.0,10.0,0.038,150.0,64.0,13.0
2.0,0.0,0.25,-0.0,-0.0,0.0,288.5,0.0,9.0,0.0496,150.0,64.0,13.0
7.0,6.82842712474619,0.5714285714285714,-0.0,-0.0,0.48979591836734687,314.0,0.7142857142857143,14.0,0.048,150.0,64.0,13.0
19.0,16.071067811865476,1.9335180055401666,1.4265927977839337,1.4265927977839337,3.3240997229916895,330.4736842105263,3.789473684210526,15.0,0.0416,150.0,64.0,13.0
1.0,0.0,0.0,-0.0,-0.0,0.0,354.0,0.0,15.0,0.056,150.0,64.0,13.0
1.0,0.0,0.0,-0.0,-0.0,0.0,415.0,0.0,16.0,0.0388,150.0,64.0,13.0
11.0,10.242640687119286,1.471074380165289,0.4793388429752065,0.4793388429752065,0.6280991735537189,505.72727272727275,0.9090909090909091,16.0,0.0596,150.0,64.0,13.0
3.0,3.414213562373095,0.22222222222222224,-0.11111111111111112,-0.11111111111111112,0.22222222222222224,580.3333333333334,0.6666666666666666,17.0,0.0228,150.0,64.0,13.0
3.0,3.414213562373095,0.22222222222222224,-0.11111111111111112,-0.11111111111111112,0.22222222222222224,594.6666666666666,0.3333333333333333,21.0,0.0292,150.0,64.0,13.0
4.0,2.0,1.25,-0.0,-0.0,0.0,622.5,0.0,19.0,0.0328,150.0,64.0,13.0
7.0,6.82842712474619,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.5714285714285714,632.0,1.0,19.0,0.0336,150.0,64.0,13.0
1.0,0.0,0.0,-0.0,-0.0,0.0,649.0,0.0,19.0,0.0356,150.0,64.0,13.0
2.0,0.0,0.0,-0.0,-0.0,0.25,431.0,1.5,14.0,0.036,150.0,64.0,13.0
18.0,13.65685424949238,1.9783950617283952,-0.4722222222222222,-0.4722222222222222,1.1388888888888888,542.7222222222222,2.5,17.0,0.056,150.0,64.0,13.0
2.0,0.0,0.25,-0.0,-0.0,0.0,531.5,2.0,18.0,0.058,150.0,64.0,13.0
3.0,3.414213562373095,0.22222222222222224,0.11111111111111112,0.11111111111111112,0.22222222222222224,92.33333333333333,3.3333333333333335,15.0,0.0204,150.0,64.0,13.0
9.0,9.65685424949238,0.6666666666666666,-0.6666666666666666,-0.6666666666666666,1.3333333333333333,421.0,5.0,19.0,0.0348,150.0,64.0,13.0
3.0,3.414213562373095,0.22222222222222224,-0.11111111111111112,-0.11111111111111112,0.22222222222222224,444.3333333333333,3.6666666666666665,14.0,0.0432,150.0,64.0,13.0
14.0,12.242640687119286,1.3877551020408165,0.2959183673469388,0.2959183673469388,1.1224489795918369,8.571428571428571,5.142857142857143,12.0,0.0452,150.0,64.0,13.0
8.0,7.82842712474619,0.5,-0.25,-0.25,0.9375,242.0,5.75,12.0,0.0268,150.0,64.0,13.0
6.0,6.414213562373095,0.25,0.25,0.25,0.9166666666666666,273.5,5.5,9.0,0.0464,150.0,64.0,13.0
4.0,4.414213562373095,0.25,0.25,0.25,0.5,356.5,5.0,14.0,0.052,150.0,64.0,13.0
1.0,0.0,0.0,-0.0,-0.0,0.0,412.0,4.0,16.0,0.0344,150.0,64.0,13.0
2.0,0.0,0.25,-0.0,-0.0,0.0,432.5,4.0,18.0,0.0376,150.0,64.0,13.0
1.0,0.0,0.0,-0.0,-0.0,0.0,502.0,4.0,21.0,0.0572,150.0,64.0,13.0
5.0,5.414213562373095,0.56,-0.44000000000000006,-0.44000000000000006,0.56,563.2,4.8,17.0,0.0468,150.0,64.0,13.0
13.0,10.621320343559642,2.2130177514792897,-0.408284023668639,-0.408284023668639,0.5325443786982249,341.6923076923077,6.076923076923077,12.0,0.0512,150.0,64.0,13.0
6.0,4.0,0.25,0.5,0.5,1.6666666666666667,647.5,7.0,16.0,0.0308,150.0,64.0,13.0
3.0,3.414213562373095,0.22222222222222224,-0.11111111111111112,-0.11111111111111112,0.22222222222222224,449.6666666666667,6.333333333333333,13.0,0.0456,150.0,64.0,13.0
6.0,6.414213562373095,0.25,0.25,0.25,0.9166666666666666,74.5,8.5,11.0,0.0596,150.0,64.0,13.0
4.0,3.2071067811865475,0.6875,0.1875,0.1875,0.1875,86.25,7.75,16.0,0.0152,150.0,64.0,13.0
1.0,0.0,0.0,-0.0,-0.0,0.0,153.0,7.0,8.0,0.0464,150.0,64.0,13.0
1.0,0.0,0.0,-0.0,-0.0,0.0,480.0,7.0,20.0,0.0408,150.0,64.0,13.0
23.0,16.071067811865476,1.6219281663516067,-0.09640831758034026,-0.09640831758034026,2.298676748582231,504.82608695652175,10.304347826086957,20.0,0.0532,150.0,64.0,13.0
2.0,0.0,0.0,-0.0,-0.0,0.25,61.0,8.5,12.0,0.0596,150.0,64.0,13.0
1.0,0.0,0.0,-0.0,-0.0,0.0,637.0,8.0,16.0,0.0284,150.0,64.0,13.0
6.0,6.0,0.6666666666666666,-0.0,-0.0,0.25,327.0,9.5,9.0,0.036,150.0,64.0,13.0
5.0,5.414213562373095,0.56,0.43999999999999995,0.43999999999999995,0.56,498.8,9.8,20.0,0.0552,150.0,64.0,13.0
1.0,0.0,0.0,-0.0,-0.0,0.0,59.0,10.0,14.0,0.0288,150.0,64.0,13.0
1.0,0.0,0.0,-0.0,-0.0,0.0,307.0,10.0,10.0,0.034,150.0,64.0,13.0
13.0,11.86396103067893,1.455621301775148,-0.17751479289940825,-0.17751479289940825,0.8284023668639052,457.0769230769231,11.692307692307692,14.0,0.0568,150.0,64.0,13.0
3.0,3.414213562373095,0.22222222222222224,0.11111111111111112,0.11111111111111112,0.22222222222222224,580.3333333333334,10.333333333333334,16.0,0.0348,150.0,64.0,13.0
3.0,3.414213562373095,0.22222222222222224,0.11111111111111112,0.11111111111111112,0.22222222222222224,595.6666666666666,10.666666666666666,16.0,0.0228,150.0,64.0,13.0
6.0,5.414213562373095,0.5555555555555555,0.27777777777777773,0.27777777777777773,0.5555555555555556,628.3333333333334,11.333333333333334,14.0,0.032,150.0,64.0,13.0
9.0,7.621320343559642,0.54320987654321,0.3950617283950617,0.3950617283950617,1.1358024691358024,12.11111111111111,12.555555555555555,12.0,0.034,150.0,64.0,13.0
10.0,8.82842712474619,0.6,0.3,0.3,1.05,31.0,12.5,11.0,0.0552,150.0,64.0,13.0
9.0,9.207106781186548,2.0987654320987654,0.5308641975308643,0.5308641975308643,0.3950617283950618,68.11111111111111,11.777777777777779,12.0,0.062,150.0,64.0,13.0
8.0,8.207106781186548,0.4375,-0.375,-0.375,1.25,236.25,12.5,10.0,0.0284,150.0,64.0,13.0
86.0,55.62741699796952,9.313142239048133,-9.517577068685778,-9.517577068685778,23.268388318009738,282.4186046511628,21.430232558139537,15.0,0.0516,150.0,64.0,13.0
1.0,0.0,0.0,-0.0,-0.0,0.0,335.0,11.0,17.0,0.036,150.0,64.0,13.0
6.0,6.207106781186548,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.47222222222222215,377.0,11.833333333333334,19.0,0.0536,150.0,64.0,13.0
13.0,10.414213562373096,0.5325443786982249,0.6568047337278107,0.6568047337278107,2.710059171597633,394.0769230769231,13.538461538461538,16.0,0.0528,150.0,64.0,13.0
11.0,10.82842712474619,0.5123966942148761,-0.47107438016528924,-0.47107438016528924,2.9917355371900825,404.1818181818182,13.909090909090908,21.0,0.0356,150.0,64.0,13.0
10.0,8.207106781186548,1.21,-0.23999999999999994,-0.23999999999999994,0.56,45.7,13.8,15.0,0.0596,150.0,64.0,13.0
4.0,4.0,0.25,-0.0,-0.0,0.25,246.5,13.5,15.0,0.0276,150.0,64.0,13.0
26.0,17.65685424949238,1.668639053254438,-0.7100591715976331,-0.7100591715976331,3.1020710059171597,553.8461538461538,16.115384615384617,21.0,0.0588,150.0,64.0,13.0
11.0,10.242640687119286,0.6280991735537189,0.47933884297520657,0.47933884297520657,1.471074380165289,154.9090909090909,15.727272727272727,12.0,0.0196,150.0,64.0,13.0
2.0,0.0,0.25,-0.25,-0.25,0.25,364.5,14.5,17.0,0.048,150.0,64.0,13.0
18.0,13.899494936611665,1.16358024691358,0.08950617283950615,0.08950617283950615,1.9043209876543206,418.94444444444446,16.38888888888889,20.0,0.0404,150.0,64.0,13.0
10.0,9.65685424949238,1.2899999999999998,-0.32,-0.32,0.56,314.1,15.8,14.0,0.0408,150.0,64.0,13.0
11.0,9.65685424949238,0.5454545454545454,-0.0,-0.0,1.2727272727272727,466.0,17.0,16.0,0.0428,150.0,64.0,13.0
1.0,0.0,0.0,-0.0,-0.0,0.0,484.0,15.0,18.0,0.0548,150.0,64.0,13.0
1.0,0.0,0.0,-0.0,-0.0,0.0,133.0,16.0,14.0,0.0152,150.0,64.0,13.0
1.0,0.0,0.0,-0.0,-0.0,0.0,252.0,16.0,12.0,0.0316,150.0,64.0,13.0
11.0,10.242640687119286,1.471074380165289,-0.4793388429752065,-0.4793388429752065,0.6280991735537189,332.72727272727275,17.09090909090909,17.0,0.0472,150.0,64.0,13.0
15.0,12.65685424949238,2.026666666666667,-0.24000000000000005,-0.24000000000000005,0.7822222222222222,455.2,17.133333333333333,20.0,0.0568,150.0,64.0,13.0
1.0,0.0,0.0,-0.0,-0.0,0.0,498.0,16.0,23.0,0.0456,150.0,64.0,13.0
14.0,12.242640687119284,0.4897959183673469,-0.4897959183673469,-0.4897959183673469,3.025510204081633,523.7142857142857,19.214285714285715,20.0,0.0576,150.0,64.0,13.0
1.0,0.0,0.0,-0.0,-0.0,0.0,27.0,17.0,12.0,0.04,150.0,64.0,13.0
6.0,6.207106781186548,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.47222222222222227,41.0,18.166666666666668,12.0,0.0252,150.0,64.0,13.0
54.0,37.9350288425444,5.22085048010974,3.709190672153636,3.709190672153636,12.755829903978047,72.03703703703704,23.14814814814815,10.0,0.076,150.0,64.0,13.0
11.0,10.035533905932738,0.7768595041322315,0.22314049586776863,0.22314049586776863,1.1404958677685952,369.6363636363636,18.636363636363637,17.0,0.0564,150.0,64.0,13.0
4.0,4.0,0.25,-0.0,-0.0,0.25,414.5,17.5,19.0,0.064,150.0,64.0,13.0
5.0,4.207106781186548,1.36,0.24,0.24,0.16,576.8,17.8,18.0,0.0608,150.0,64.0,13.0
6.0,6.242640687119286,0.47222222222222227,-0.13888888888888887,-0.13888888888888887,0.47222222222222215,365.1666666666667,19.166666666666668,14.0,0.0664,150.0,64.0,13.0
2.0,0.0,0.0,-0.0,-0.0,0.25,499.0,19.5,22.0,0.0536,150.0,64.0,13.0
1.0,0.0,0.0,-0.0,-0.0,0.0,559.0,19.0,17.0,0.0304,150.0,64.0,13.0
21.0,15.071067811865474,2.1269841269841274,0.3015873015873016,0.3015873015873016,1.419501133786848,242.66666666666666,22.095238095238095,10.0,0.0348,150.0,64.0,13.0
2.0,0.0,0.25,-0.0,-0.0,0.0,381.5,20.0,18.0,0.0468,150.0,64.0,13.0
1.0,0.0,0.0,-0.0,-0.0,0.0,395.0,20.0,18.0,0.0416,150.0,64.0,13.0
27.0,19.899494936611667,2.9876543209876547,-0.6707818930041152,-0.6707818930041152,2.1508916323731135,470.77777777777777,23.185185185185187,18.0,0.0464,150.0,64.0,13.0
2.0,0.0,0.25,-0.0,-0.0,0.0,492.5,20.0,17.0,0.0504,150.0,64.0,13.0
3.0,1.0,0.0,-0.0,-0.0,0.6666666666666666,557.0,22.0,20.0,0.0348,150.0,64.0,13.0
